"","created","screenName","text","ID","map.info.A","map.info.B","emoji.counts","unicode","bytes","description","latitude","longitude"
"7316","June 14, 2015 at 09:57PM","@miyaaah_","Miss my baby😟","http://twitter.com/miyaaah_/status/610264779769421824","http://maps.google.com/maps/api/staticmap?center=39.93663767,-75.08063513&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.93663767,-75.08063513","https://maps.google.com/?q=39.93663767,-75.08063513&z=14",10,"U+1F61F","\xF0\x9F\x98\x9F","worried face",39.93663767,-75.08063513
"72646","June 14, 2015 at 09:57PM","@___DKR","I want ronssss 😑","http://twitter.com/___DKR/status/610264762979610625","http://maps.google.com/maps/api/staticmap?center=40.02082056,-75.0876857&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.02082056,-75.0876857","https://maps.google.com/?q=40.02082056,-75.0876857&z=14",50,"U+1F611","\xF0\x9F\x98\x91","expressionless face",40.02082056,-75.0876857
"18135","June 14, 2015 at 09:57PM","@Sunnie_Trees","A cup of brown on Sunday😘","http://twitter.com/Sunnie_Trees/status/610264756985987073","http://maps.google.com/maps/api/staticmap?center=40.0638587,-75.185446&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.0638587,-75.185446","https://maps.google.com/?q=40.0638587,-75.185446&z=14",162,"U+1F618","\xF0\x9F\x98\x98","face throwing a kiss",40.0638587,-75.185446
"31029","June 14, 2015 at 09:56PM","@__sasaa31","@Sianixlola 😂😂😂 outside in the rain literally fishing 😂","http://twitter.com/__sasaa31/status/610264652426166272","http://maps.google.com/maps/api/staticmap?center=40.00239453,-75.17024366&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.00239453,-75.17024366","https://maps.google.com/?q=40.00239453,-75.17024366&z=14",746,"U+1F602","\xF0\x9F\x98\x82","face with tears of joy",40.00239453,-75.17024366
"413","June 14, 2015 at 09:56PM","@NellStuffShit","Who watching the game🏀🏆","http://twitter.com/NellStuffShit/status/610264543365705729","http://maps.google.com/maps/api/staticmap?center=40.0115902,-75.0765437&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.0115902,-75.0765437","https://maps.google.com/?q=40.0115902,-75.0765437&z=14",8,"U+1F3C6","\xF0\x9F\x8F\x86","trophy",40.0115902,-75.0765437
"40817","June 14, 2015 at 09:56PM","@NellStuffShit","Who watching the game🏀🏆","http://twitter.com/NellStuffShit/status/610264543365705729","http://maps.google.com/maps/api/staticmap?center=40.0115902,-75.0765437&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.0115902,-75.0765437","https://maps.google.com/?q=40.0115902,-75.0765437&z=14",18,"U+1F3C0","\xF0\x9F\x8F\x80","basketball and hoop",40.0115902,-75.0765437
"1194","June 14, 2015 at 09:26PM","@Britt_Bri21","When They Know Your Tweets About Them So You Ain't Gotta @ Them😌😊😊😊😊😊😊😊😊😊😊😊","http://twitter.com/Britt_Bri21/status/610256974031257600","http://maps.google.com/maps/api/staticmap?center=39.94148858,-75.22059792&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.94148858,-75.22059792","https://maps.google.com/?q=39.94148858,-75.22059792&z=14",101,"U+1F60C","\xF0\x9F\x98\x8C","relieved face",39.94148858,-75.22059792
"9226","June 14, 2015 at 09:26PM","@Britt_Bri21","When They Know Your Tweets About Them So You Ain't Gotta @ Them😌😊😊😊😊😊😊😊😊😊😊😊","http://twitter.com/Britt_Bri21/status/610256974031257600","http://maps.google.com/maps/api/staticmap?center=39.94148858,-75.22059792&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.94148858,-75.22059792","https://maps.google.com/?q=39.94148858,-75.22059792&z=14",257,"U+1F60A","\xF0\x9F\x98\x8A","smiling face with smiling eyes",39.94148858,-75.22059792
"30341","June 14, 2015 at 09:25PM","@Britt_Bri21","@Da__Gotti cause bitches don't know how to act when it's free shit around 😩😂😂😂😂😂","http://twitter.com/Britt_Bri21/status/610256767591825408","http://maps.google.com/maps/api/staticmap?center=39.94202589,-75.22075732&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.94202589,-75.22075732","https://maps.google.com/?q=39.94202589,-75.22075732&z=14",378,"U+1F629","\xF0\x9F\x98\xA9","weary face",39.94202589,-75.22075732
"31028","June 14, 2015 at 09:25PM","@Britt_Bri21","@Da__Gotti cause bitches don't know how to act when it's free shit around 😩😂😂😂😂😂","http://twitter.com/Britt_Bri21/status/610256767591825408","http://maps.google.com/maps/api/staticmap?center=39.94202589,-75.22075732&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.94202589,-75.22075732","https://maps.google.com/?q=39.94202589,-75.22075732&z=14",746,"U+1F602","\xF0\x9F\x98\x82","face with tears of joy",39.94202589,-75.22075732
"39851","June 14, 2015 at 09:24PM","@LEEvin_onaplane","""I think I'm finally clean""🎶 #1989 @ t-swizzle https://t.co/2fiU1hAI5K","http://twitter.com/LEEvin_onaplane/status/610256649727647745","http://maps.google.com/maps/api/staticmap?center=39.901425,-75.1688&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.901425,-75.1688","https://maps.google.com/?q=39.901425,-75.1688&z=14",59,"U+1F3B6","\xF0\x9F\x8E\xB6","multiple musical notes",39.901425,-75.1688
"32148","June 14, 2015 at 09:10PM","@Britt_Bri21","I'm still lost Bitches be real life petty n fake😫","http://twitter.com/Britt_Bri21/status/610253029581918208","http://maps.google.com/maps/api/staticmap?center=39.94282128,-75.22084322&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.94282128,-75.22084322","https://maps.google.com/?q=39.94282128,-75.22084322&z=14",97,"U+1F62B","\xF0\x9F\x98\xAB","tired face",39.94282128,-75.22084322
"31027","June 14, 2015 at 08:55PM","@__sasaa31","You know your nap was good when you wake up thirsty as shit 😂😂😂","http://twitter.com/__sasaa31/status/610249300375924736","http://maps.google.com/maps/api/staticmap?center=40.00254869,-75.17025934&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.00254869,-75.17025934","https://maps.google.com/?q=40.00254869,-75.17025934&z=14",746,"U+1F602","\xF0\x9F\x98\x82","face with tears of joy",40.00254869,-75.17025934
"30340","June 14, 2015 at 08:55PM","@MasonMomHoe","Barely tweet anymore 😩","http://twitter.com/MasonMomHoe/status/610249194071265280","http://maps.google.com/maps/api/staticmap?center=40.02987252,-75.07821939&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.02987252,-75.07821939","https://maps.google.com/?q=40.02987252,-75.07821939&z=14",378,"U+1F629","\xF0\x9F\x98\xA9","weary face",40.02987252,-75.07821939
"72216","June 14, 2015 at 08:55PM","@_bjw2_","Ya daddy want to take me shopping bihhhhhh😇!","http://twitter.com/_bjw2_/status/610249155202674689","http://maps.google.com/maps/api/staticmap?center=39.99743414,-75.17076567&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.99743414,-75.17076567","https://maps.google.com/?q=39.99743414,-75.17076567&z=14",19,"U+1F607","\xF0\x9F\x98\x87","smiling face with halo",39.99743414,-75.17076567
"8147","June 14, 2015 at 08:36PM","@DigitalCrates","TONIGHT ❗️❗️❗️😆 #Philly #Comedy @ New After Midnight https://t.co/1LpHDm5hOm","http://twitter.com/DigitalCrates/status/610244465643646977","http://maps.google.com/maps/api/staticmap?center=39.9600105,-75.2270584&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9600105,-75.2270584","https://maps.google.com/?q=39.9600105,-75.2270584&z=14",28,"U+2757","\xE2\x9D\x97","heavy exclamation mark symbol",39.9600105,-75.2270584
"750","June 14, 2015 at 08:36PM","@DigitalCrates","TONIGHT ❗️❗️❗️😆 #Philly #Comedy @ New After Midnight https://t.co/1LpHDm5hOm","http://twitter.com/DigitalCrates/status/610244465643646977","http://maps.google.com/maps/api/staticmap?center=39.9600105,-75.2270584&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9600105,-75.2270584","https://maps.google.com/?q=39.9600105,-75.2270584&z=14",24,"U+1F606","\xF0\x9F\x98\x86","smiling face with open mouth and tightly-closed eyes",39.9600105,-75.2270584
"9225","June 14, 2015 at 08:35PM","@miyaaah_","@_OverCees happy birthday niggggga😊","http://twitter.com/miyaaah_/status/610244288459501569","http://maps.google.com/maps/api/staticmap?center=39.93658136,-75.08046888&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.93658136,-75.08046888","https://maps.google.com/?q=39.93658136,-75.08046888&z=14",257,"U+1F60A","\xF0\x9F\x98\x8A","smiling face with smiling eyes",39.93658136,-75.08046888
"6699","June 14, 2015 at 08:19PM","@StylesbyJabriel","Having the best time at #odundefestival in Philly ✌🏽️✌🏽 So much culture &amp; love here, it's one of… https://t.co/MgvW4Bd3Ht","http://twitter.com/StylesbyJabriel/status/610240054175383553","http://maps.google.com/maps/api/staticmap?center=39.94164846,-75.14925635&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.94164846,-75.14925635","https://maps.google.com/?q=39.94164846,-75.14925635&z=14",103,"U+270C","\xE2\x9C\x8C","victory hand",39.94164846,-75.14925635
"27115","June 14, 2015 at 08:18PM","@Luke_Frey","Philly Pride with these guys today! 🌈 #phillypride2015 @ Pine Street,Philadelphia https://t.co/4QFawHmqXk","http://twitter.com/Luke_Frey/status/610239969496592384","http://maps.google.com/maps/api/staticmap?center=39.9517917,-75.2116865&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9517917,-75.2116865","https://maps.google.com/?q=39.9517917,-75.2116865&z=14",10,"U+1F308","\xF0\x9F\x8C\x88","rainbow",39.9517917,-75.2116865
"583194","June 14, 2015 at 07:50PM","@KingJames7828","#true #teamslidethrew💯💯💯 @ SUITE 822 ULTRA Lounge 822 N. BROAD ST. https://t.co/tYoB77rFEA","http://twitter.com/KingJames7828/status/610232873199775745","http://maps.google.com/maps/api/staticmap?center=39.968811,-75.1605301&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.968811,-75.1605301","https://maps.google.com/?q=39.968811,-75.1605301&z=14",223,"U+1F4AF","\xF0\x9F\x92\xAF","hundred points symbol",39.968811,-75.1605301
"57983","June 14, 2015 at 07:36PM","@MeganMininno","in honor of summer 💪🏼🏊🏼 @ Pheasant Run Swim Club https://t.co/wemqY0ZmnM","http://twitter.com/MeganMininno/status/610229465680093184","http://maps.google.com/maps/api/staticmap?center=39.9922562,-74.9685745&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9922562,-74.9685745","https://maps.google.com/?q=39.9922562,-74.9685745&z=14",92,"U+1F4AA","\xF0\x9F\x92\xAA","flexed biceps",39.9922562,-74.9685745
"4156","June 14, 2015 at 07:36PM","@MeganMininno","in honor of summer 💪🏼🏊🏼 @ Pheasant Run Swim Club https://t.co/wemqY0ZmnM","http://twitter.com/MeganMininno/status/610229465680093184","http://maps.google.com/maps/api/staticmap?center=39.9922562,-74.9685745&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9922562,-74.9685745","https://maps.google.com/?q=39.9922562,-74.9685745&z=14",7,"U+1F3CA","\xF0\x9F\x8F\x8A","swimmer",39.9922562,-74.9685745
"54850","June 14, 2015 at 07:34PM","@alexis_contrady","heartbreak is a national anthem we sing it proudly 🎤💋 @ Taylor Swift 1989 at Lincoln Financial Field https://t.co/rwP696g74w","http://twitter.com/alexis_contrady/status/610228844059062273","http://maps.google.com/maps/api/staticmap?center=39.90060495,-75.16723154&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.90060495,-75.16723154","https://maps.google.com/?q=39.90060495,-75.16723154&z=14",55,"U+1F48B","\xF0\x9F\x92\x8B","kiss mark",39.90060495,-75.16723154
"38022","June 14, 2015 at 07:34PM","@alexis_contrady","heartbreak is a national anthem we sing it proudly 🎤💋 @ Taylor Swift 1989 at Lincoln Financial Field https://t.co/rwP696g74w","http://twitter.com/alexis_contrady/status/610228844059062273","http://maps.google.com/maps/api/staticmap?center=39.90060495,-75.16723154&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.90060495,-75.16723154","https://maps.google.com/?q=39.90060495,-75.16723154&z=14",24,"U+1F3A4","\xF0\x9F\x8E\xA4","microphone",39.90060495,-75.16723154
"583193","June 14, 2015 at 07:17PM","@QChainzzzz","My Sunday routine: Chipotle for Breakfast, Starbucks, library, Game of Thrones. That's the code that I live by 💯","http://twitter.com/QChainzzzz/status/610224686857854976","http://maps.google.com/maps/api/staticmap?center=39.95304257,-75.19845468&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.95304257,-75.19845468","https://maps.google.com/?q=39.95304257,-75.19845468&z=14",223,"U+1F4AF","\xF0\x9F\x92\xAF","hundred points symbol",39.95304257,-75.19845468
"82174","June 14, 2015 at 07:17PM","@_ForeverLoved19","Love me for everything I'm not ❤😊 so I know its real","http://twitter.com/_ForeverLoved19/status/610224621573550081","http://maps.google.com/maps/api/staticmap?center=39.9977573,-75.2152176&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9977573,-75.2152176","https://maps.google.com/?q=39.9977573,-75.2152176&z=14",195,"U+2764","\xE2\x9D\xA4","heavy black heart",39.9977573,-75.2152176
"9224","June 14, 2015 at 07:17PM","@_ForeverLoved19","Love me for everything I'm not ❤😊 so I know its real","http://twitter.com/_ForeverLoved19/status/610224621573550081","http://maps.google.com/maps/api/staticmap?center=39.9977573,-75.2152176&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9977573,-75.2152176","https://maps.google.com/?q=39.9977573,-75.2152176&z=14",257,"U+1F60A","\xF0\x9F\x98\x8A","smiling face with smiling eyes",39.9977573,-75.2152176
"47779","June 14, 2015 at 07:04PM","@RenaissanceReez","3D #JurassicWorld 👀🎥🙈 http://t.co/AeCaNxTynM","http://twitter.com/RenaissanceReez/status/610221415552393217","http://maps.google.com/maps/api/staticmap?center=39.97883762,-75.15904975&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.97883762,-75.15904975","https://maps.google.com/?q=39.97883762,-75.15904975&z=14",86,"U+1F440","\xF0\x9F\x91\x80","eyes",39.97883762,-75.15904975
"381","June 14, 2015 at 07:04PM","@RenaissanceReez","3D #JurassicWorld 👀🎥🙈 http://t.co/AeCaNxTynM","http://twitter.com/RenaissanceReez/status/610221415552393217","http://maps.google.com/maps/api/staticmap?center=39.97883762,-75.15904975&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.97883762,-75.15904975","https://maps.google.com/?q=39.97883762,-75.15904975&z=14",16,"U+1F3A5","\xF0\x9F\x8E\xA5","movie camera",39.97883762,-75.15904975
"5236","June 14, 2015 at 07:04PM","@RenaissanceReez","3D #JurassicWorld 👀🎥🙈 http://t.co/AeCaNxTynM","http://twitter.com/RenaissanceReez/status/610221415552393217","http://maps.google.com/maps/api/staticmap?center=39.97883762,-75.15904975&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.97883762,-75.15904975","https://maps.google.com/?q=39.97883762,-75.15904975&z=14",39,"U+1F648","\xF0\x9F\x99\x88","see-no-evil monkey",39.97883762,-75.15904975
"32147","June 14, 2015 at 07:03PM","@_ForeverLoved19","The ppl I like or love always on some bs. And the ppl that like or love me I don't be interested in them😩😫","http://twitter.com/_ForeverLoved19/status/610221058277408769","http://maps.google.com/maps/api/staticmap?center=39.9977227,-75.2151659&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9977227,-75.2151659","https://maps.google.com/?q=39.9977227,-75.2151659&z=14",97,"U+1F62B","\xF0\x9F\x98\xAB","tired face",39.9977227,-75.2151659
"30339","June 14, 2015 at 07:03PM","@_ForeverLoved19","The ppl I like or love always on some bs. And the ppl that like or love me I don't be interested in them😩😫","http://twitter.com/_ForeverLoved19/status/610221058277408769","http://maps.google.com/maps/api/staticmap?center=39.9977227,-75.2151659&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9977227,-75.2151659","https://maps.google.com/?q=39.9977227,-75.2151659&z=14",378,"U+1F629","\xF0\x9F\x98\xA9","weary face",39.9977227,-75.2151659
"203","June 14, 2015 at 06:33PM","@danagallo28","▪️◾️◽️▫️ @ double post for the fam😏 https://t.co/eaz9w0veXw","http://twitter.com/danagallo28/status/610213564268285953","http://maps.google.com/maps/api/staticmap?center=40.12546117,-75.03361383&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.12546117,-75.03361383","https://maps.google.com/?q=40.12546117,-75.03361383&z=14",3,"U+25FE","\xE2\x97\xBE","black medium small square",40.12546117,-75.03361383
"20211","June 14, 2015 at 06:33PM","@danagallo28","▪️◾️◽️▫️ @ double post for the fam😏 https://t.co/eaz9w0veXw","http://twitter.com/danagallo28/status/610213564268285953","http://maps.google.com/maps/api/staticmap?center=40.12546117,-75.03361383&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.12546117,-75.03361383","https://maps.google.com/?q=40.12546117,-75.03361383&z=14",10,"U+25FD","\xE2\x97\xBD","white medium small square",40.12546117,-75.03361383
"1976","June 14, 2015 at 06:33PM","@danagallo28","▪️◾️◽️▫️ @ double post for the fam😏 https://t.co/eaz9w0veXw","http://twitter.com/danagallo28/status/610213564268285953","http://maps.google.com/maps/api/staticmap?center=40.12546117,-75.03361383&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.12546117,-75.03361383","https://maps.google.com/?q=40.12546117,-75.03361383&z=14",8,"U+25AB","\xE2\x96\xAB","white small square",40.12546117,-75.03361383
"196","June 14, 2015 at 06:33PM","@danagallo28","▪️◾️◽️▫️ @ double post for the fam😏 https://t.co/eaz9w0veXw","http://twitter.com/danagallo28/status/610213564268285953","http://maps.google.com/maps/api/staticmap?center=40.12546117,-75.03361383&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.12546117,-75.03361383","https://maps.google.com/?q=40.12546117,-75.03361383&z=14",2,"U+25AA","\xE2\x96\xAA","black small square",40.12546117,-75.03361383
"13102","June 14, 2015 at 06:33PM","@danagallo28","▪️◾️◽️▫️ @ double post for the fam😏 https://t.co/eaz9w0veXw","http://twitter.com/danagallo28/status/610213564268285953","http://maps.google.com/maps/api/staticmap?center=40.12546117,-75.03361383&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.12546117,-75.03361383","https://maps.google.com/?q=40.12546117,-75.03361383&z=14",108,"U+1F60F","\xF0\x9F\x98\x8F","smirking face",40.12546117,-75.03361383
"37112","June 14, 2015 at 06:33PM","@_bjw2_","Man U not suppose to like them u suppose to make them jealous tf😳","http://twitter.com/_bjw2_/status/610213505019592704","http://maps.google.com/maps/api/staticmap?center=39.99750006,-75.1705354&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.99750006,-75.1705354","https://maps.google.com/?q=39.99750006,-75.1705354&z=14",60,"U+1F633","\xF0\x9F\x98\xB3","flushed face",39.99750006,-75.1705354
"35531","June 14, 2015 at 06:31PM","@RachLapchak","Yesterday was a good time. 🍻 @ Frankford Hall https://t.co/CfHxcpirWB","http://twitter.com/RachLapchak/status/610213067570475008","http://maps.google.com/maps/api/staticmap?center=39.9694519,-75.1347198&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9694519,-75.1347198","https://maps.google.com/?q=39.9694519,-75.1347198&z=14",34,"U+1F37B","\xF0\x9F\x8D\xBB","clinking beer mugs",39.9694519,-75.1347198
"48867","June 14, 2015 at 06:17PM","@ryanechols1024","#Repost @TylerFino when the stack is 👌
・・・
Gains for days! @ryanechols1024 got me hooked! #gym… https://t.co/hlBTfQEB6S","http://twitter.com/ryanechols1024/status/610209535081496576","http://maps.google.com/maps/api/staticmap?center=39.93205036,-75.14427769&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.93205036,-75.14427769","https://maps.google.com/?q=39.93205036,-75.14427769&z=14",74,"U+1F44C","\xF0\x9F\x91\x8C","ok hand sign",39.93205036,-75.14427769
"724188","June 14, 2015 at 06:16PM","@Blowmoney_Kev","#GrandFinale#retoxdayparty buzyhandzunisexsalon wya😎 @ The Piazza https://t.co/kFXqG80HiK","http://twitter.com/Blowmoney_Kev/status/610209306580008962","http://maps.google.com/maps/api/staticmap?center=39.96650745,-75.13960503&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.96650745,-75.13960503","https://maps.google.com/?q=39.96650745,-75.13960503&z=14",203,"U+1F60E","\xF0\x9F\x98\x8E","smiling face with sunglasses",39.96650745,-75.13960503
"56164","June 14, 2015 at 06:16PM","@CATinthehatttt","Nights like this w/ my favorite people are what I live for 💘 @ Susquehanna Bank Center https://t.co/l7HVINSYOY","http://twitter.com/CATinthehatttt/status/610209215987249153","http://maps.google.com/maps/api/staticmap?center=39.940845,-75.129822&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.940845,-75.129822","https://maps.google.com/?q=39.940845,-75.129822&z=14",28,"U+1F498","\xF0\x9F\x92\x98","heart with arrow",39.940845,-75.129822
"583192","June 14, 2015 at 05:58PM","@ivydoitbetter","Everybody d.e off my cover on facebook all inboxing me on fb😂💯","http://twitter.com/ivydoitbetter/status/610204780246528000","http://maps.google.com/maps/api/staticmap?center=39.9398806,-75.21504&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9398806,-75.21504","https://maps.google.com/?q=39.9398806,-75.21504&z=14",223,"U+1F4AF","\xF0\x9F\x92\xAF","hundred points symbol",39.9398806,-75.21504
"31026","June 14, 2015 at 05:58PM","@ivydoitbetter","Everybody d.e off my cover on facebook all inboxing me on fb😂💯","http://twitter.com/ivydoitbetter/status/610204780246528000","http://maps.google.com/maps/api/staticmap?center=39.9398806,-75.21504&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9398806,-75.21504","https://maps.google.com/?q=39.9398806,-75.21504&z=14",746,"U+1F602","\xF0\x9F\x98\x82","face with tears of joy",39.9398806,-75.21504
"39850","June 14, 2015 at 05:44PM","@wilburvintage","Eyes of blue or eyes of green, eyes of amber 🎶 vintage Sterling Silver and Baltic Amber necklace on… https://t.co/8KR1qhJ4GX","http://twitter.com/wilburvintage/status/610201200756170752","http://maps.google.com/maps/api/staticmap?center=39.9401398,-75.1496964&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9401398,-75.1496964","https://maps.google.com/?q=39.9401398,-75.1496964&z=14",59,"U+1F3B6","\xF0\x9F\x8E\xB6","multiple musical notes",39.9401398,-75.1496964
"556","June 14, 2015 at 05:13PM","@brithoward","Got my woe Missy out in these streets 💓🐶 @ THE OFFICIAL ODUNDE FESTIVAL https://t.co/7CmOIbqAYn","http://twitter.com/brithoward/status/610193415473659905","http://maps.google.com/maps/api/staticmap?center=39.9450607,-75.1802673&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9450607,-75.1802673","https://maps.google.com/?q=39.9450607,-75.1802673&z=14",3,"U+1F493","\xF0\x9F\x92\x93","beating heart",39.9450607,-75.1802673
"4686","June 14, 2015 at 05:13PM","@brithoward","Got my woe Missy out in these streets 💓🐶 @ THE OFFICIAL ODUNDE FESTIVAL https://t.co/7CmOIbqAYn","http://twitter.com/brithoward/status/610193415473659905","http://maps.google.com/maps/api/staticmap?center=39.9450607,-75.1802673&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9450607,-75.1802673","https://maps.google.com/?q=39.9450607,-75.1802673&z=14",7,"U+1F436","\xF0\x9F\x90\xB6","dog face",39.9450607,-75.1802673
"7129","June 14, 2015 at 05:13PM","@tomgvellner","Still fangirling after the most epic taylorswift show last night. Haters gonna hate.✨ @ Lincoln… https://t.co/TQRPK47R6o","http://twitter.com/tomgvellner/status/610193382086942720","http://maps.google.com/maps/api/staticmap?center=39.90197675,-75.16776798&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.90197675,-75.16776798","https://maps.google.com/?q=39.90197675,-75.16776798&z=14",29,"U+2728","\xE2\x9C\xA8","sparkles",39.90197675,-75.16776798
"31025","June 14, 2015 at 05:13PM","@_ForeverLoved19","Y'all funny as shit 😂 find a caption please !!!!","http://twitter.com/_ForeverLoved19/status/610193380367314944","http://maps.google.com/maps/api/staticmap?center=39.9977217,-75.2150768&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9977217,-75.2150768","https://maps.google.com/?q=39.9977217,-75.2150768&z=14",746,"U+1F602","\xF0\x9F\x98\x82","face with tears of joy",39.9977217,-75.2150768
"30338","June 14, 2015 at 05:12PM","@_ForeverLoved19","Stop it 😩 just stop 😂","http://twitter.com/_ForeverLoved19/status/610193046081286145","http://maps.google.com/maps/api/staticmap?center=39.9977177,-75.2150692&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9977177,-75.2150692","https://maps.google.com/?q=39.9977177,-75.2150692&z=14",378,"U+1F629","\xF0\x9F\x98\xA9","weary face",39.9977177,-75.2150692
"31024","June 14, 2015 at 05:12PM","@_ForeverLoved19","Stop it 😩 just stop 😂","http://twitter.com/_ForeverLoved19/status/610193046081286145","http://maps.google.com/maps/api/staticmap?center=39.9977177,-75.2150692&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.9977177,-75.2150692","https://maps.google.com/?q=39.9977177,-75.2150692&z=14",746,"U+1F602","\xF0\x9F\x98\x82","face with tears of joy",39.9977177,-75.2150692
"54849","June 14, 2015 at 04:54PM","@casswerk","Shake it off💋 #1989tourphilly taylorswift @ Lincoln Financial Field https://t.co/E8LIQ35EAM","http://twitter.com/casswerk/status/610188599141773312","http://maps.google.com/maps/api/staticmap?center=39.90197675,-75.16776798&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C39.90197675,-75.16776798","https://maps.google.com/?q=39.90197675,-75.16776798&z=14",55,"U+1F48B","\xF0\x9F\x92\x8B","kiss mark",39.90197675,-75.16776798
"30337","June 14, 2015 at 04:53PM","@ANNOAEK","Just Wish I Could Call Kayla Right Now 😩 .","http://twitter.com/ANNOAEK/status/610188423769358336","http://maps.google.com/maps/api/staticmap?center=40.03422816,-75.16028752&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.03422816,-75.16028752","https://maps.google.com/?q=40.03422816,-75.16028752&z=14",378,"U+1F629","\xF0\x9F\x98\xA9","weary face",40.03422816,-75.16028752
"5015","June 14, 2015 at 03:52PM","@c0le4christmas","floating along 🐠🐟⛵️🚤👙😊 @ i like u https://t.co/tvlUXj09EV","http://twitter.com/c0le4christmas/status/610172857277128704","http://maps.google.com/maps/api/staticmap?center=40.04524167,-74.97550833&zoom=12&size=640x440&scale=1&maptype=roadmap&sensor=false&markers=color:red%7C40.04524167,-74.97550833","https://maps.google.com/?q=40.04524167,-74.97550833&z=14",6,"U+1F459","\xF0\x9F\x91\x99","bikini",40.04524167,-74.97550833
